0x00000000,globals\cache_file_global_tags
0x0000336C,objects\gear\forerunner\power_core_junk02\power_core_junk02 
0x0000336D,objects\gear\forerunner\power_core_junk02\power_core_junk02 
0x0000336E,objects\gear\forerunner\power_core_junk02\power_core_junk02 
0x00003374,objects\gear\human\military\case_ap_turret\case_ap_turret 
0x00003375,objects\gear\human\military\case_ap_turret\case_ap_turret 
0x00003376,objects\gear\human\military\case_ap_turret\case_ap_turret 
0x00003377,objects\gear\human\military\case_ap_turret\case_ap_turret 
0x00003378,objects\gear\human\military\generator\generator 
0x0000337C,objects\gear\human\military\generator\generator 
0x0000337D,objects\gear\human\military\generator\generator 
0x0000337E,objects\gear\human\military\generator\generator 
0x00003386,objects\gear\covenant\military\cov_sword_holder\cov_sword_holder 
0x00003389,objects\gear\covenant\military\cov_sword_holder\cov_sword_holder 
0x0000338A,objects\gear\covenant\military\cov_sword_holder\cov_sword_holder 
0x0000338B,objects\gear\covenant\military\cov_sword_holder\cov_sword_holder 
0x00003395,objects\equipment\gravlift_permanent\gravlift_permanent 
0x00003396,objects\equipment\gravlift_permanent\gravlift_permanent 
0x00003397,objects\equipment\gravlift_permanent\gravlift_permanent 
0x00003398,objects\equipment\gravlift_permanent\gravlift_permanent 
0x00003399,objects\multi\teleporter_sender\teleporter_sender 
0x0000339E,objects\multi\teleporter_sender\teleporter_sender 
0x0000339F,objects\multi\teleporter_sender\teleporter_sender 
0x000033A0,objects\multi\teleporter_sender\teleporter_sender 
0x000033AC,objects\multi\teleporter_reciever\teleporter_reciever 
0x000033AD,objects\multi\teleporter_reciever\teleporter_reciever 
0x000033AE,objects\multi\teleporter_reciever\teleporter_reciever 
0x000033AF,objects\multi\teleporter_reciever\teleporter_reciever 
0x000033B2,objects\multi\models\mp_flag_base\mp_flag_base 
0x000033B3,objects\multi\models\mp_flag_base\mp_flag_base 
0x000033B4,objects\multi\models\mp_flag_base\mp_flag_base 
0x000033B5,objects\multi\models\mp_flag_base\mp_flag_base 
0x000033BB,objects\multi\models\mp_circle\mp_circle 
0x000033BC,objects\multi\models\mp_circle\mp_circle 
0x000033BD,objects\multi\models\mp_circle\mp_circle 
0x000033BE,objects\multi\models\mp_circle\mp_circle 
0x000033C3,objects\weapons\multiplayer\flag\flag 
0x000033CE,objects\levels\multi\guardian\holy_light_guardian\holy_light_guardian 
0x000033D3,objects\levels\multi\guardian\holy_light_guardian\holy_light_guardian 
0x000033D4,objects\levels\multi\guardian\holy_light_guardian\holy_light_guardian 
0x000033DB,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii 
0x000033E2,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii 
0x000033E3,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii 
0x000033E4,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii 
0x000033E6,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii 
0x000033E7,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii 
0x000033E8,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii 
0x000033E9,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii 
0x000033EB,objects\levels\multi\guardian\minilift\minilift 
0x000033F2,objects\levels\multi\guardian\minilift\minilift 
0x000033F3,objects\levels\multi\guardian\minilift\minilift 
0x000033FA,objects\levels\multi\salvation\jittery_holo\jittery_holo 
0x000033FF,objects\levels\multi\salvation\jittery_holo\jittery_holo 
0x00003400,objects\levels\multi\salvation\jittery_holo\jittery_holo 
0x00003407,objects\levels\multi\salvation\jittery_holo_01\jittery_holo_01 
0x00003408,objects\levels\multi\salvation\jittery_holo_01\jittery_holo_01 
0x00003409,objects\levels\multi\salvation\jittery_holo_01\jittery_holo_01 
0x0000340C,objects\levels\multi\salvation\jittery_holo_02\jittery_holo_02 
0x0000340D,objects\levels\multi\salvation\jittery_holo_02\jittery_holo_02 
0x0000340E,objects\levels\multi\salvation\jittery_holo_02\jittery_holo_02 
0x00003410,objects\levels\multi\salvation\jittery_holo_03\jittery_holo_03 
0x00003411,objects\levels\multi\salvation\jittery_holo_03\jittery_holo_03 
0x00003412,objects\levels\multi\salvation\jittery_holo_03\jittery_holo_03 
0x00003413,objects\levels\multi\salvation\jittery_holo_04\jittery_holo_04 
0x00003414,objects\levels\multi\salvation\jittery_holo_04\jittery_holo_04 
0x00003415,objects\levels\multi\salvation\jittery_holo_04\jittery_holo_04 
0x00003416,objects\levels\multi\salvation\jittery_holo_05\jittery_holo_05 
0x00003417,objects\levels\multi\salvation\jittery_holo_05\jittery_holo_05 
0x00003418,objects\levels\multi\salvation\jittery_holo_05\jittery_holo_05 
0x00003419,objects\gear\forerunner\power_core_for_stable\power_core_for_stable 
0x0000341A,objects\gear\forerunner\power_core_for_stable\power_core_for_stable 
0x0000341B,objects\gear\forerunner\power_core_for_stable\power_core_for_stable 
0x0000341C,objects\gear\forerunner\power_core_for_stable\power_core_for_stable 
0x0000341D,objects\levels\multi\salvation\large_field\large_field 
0x0000341E,objects\levels\multi\salvation\large_field\large_field 
0x0000341F,objects\levels\multi\salvation\large_field\large_field 
0x00003420,objects\levels\multi\salvation\large_field\large_field 
0x00003423,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_01\plant_vine_horizontal_01 
0x00003424,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_01\plant_vine_horizontal_01 
0x00003425,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_01\plant_vine_horizontal_01 
0x0000342D,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_03\plant_vine_horizontal_03 
0x0000342E,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_03\plant_vine_horizontal_03 
0x0000342F,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_03\plant_vine_horizontal_03 
0x00003430,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_short\plant_vine_horizontal_short 
0x00003431,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_short\plant_vine_horizontal_short 
0x00003432,objects\levels\solo\010_jungle\foliage\plant_vine_horizontal_short\plant_vine_horizontal_short 
0x00003433,objects\multi\box_l\box_l 
0x00003434,objects\multi\box_l\box_l 
0x00003435,objects\multi\box_l\box_l 
0x00003437,objects\multi\box_m\box_m 
0x00003438,objects\multi\box_m\box_m 
0x00003439,objects\multi\box_m\box_m 
0x0000343A,objects\multi\box_xl\box_xl 
0x0000343B,objects\multi\box_xl\box_xl 
0x0000343C,objects\multi\box_xl\box_xl 
0x0000343D,objects\multi\box_xxl\box_xxl 
0x0000343E,objects\multi\box_xxl\box_xxl 
0x0000343F,objects\multi\box_xxl\box_xxl 
0x00003440,objects\multi\box_xxxl\box_xxxl 
0x00003441,objects\multi\box_xxxl\box_xxxl 
0x00003442,objects\multi\box_xxxl\box_xxxl 
0x00003443,objects\multi\wall_l\wall_l 
0x00003444,objects\multi\wall_l\wall_l 
0x00003445,objects\multi\wall_l\wall_l 
0x00003446,objects\multi\wall_m\wall_m 
0x00003447,objects\multi\wall_m\wall_m 
0x00003448,objects\multi\wall_m\wall_m 
0x00003449,objects\multi\wall_xl\wall_xl 
0x0000344A,objects\multi\wall_xl\wall_xl 
0x0000344B,objects\multi\wall_xl\wall_xl 
0x0000344C,objects\multi\wall_xxl\wall_xxl 
0x0000344D,objects\multi\wall_xxl\wall_xxl 
0x0000344E,objects\multi\wall_xxl\wall_xxl 
0x0000344F,objects\multi\wall_xxxl\wall_xxxl 
0x00003450,objects\multi\wall_xxxl\wall_xxxl 
0x00003451,objects\multi\wall_xxxl\wall_xxxl 
0x00003452,objects\characters\ambient_life\bird_quadwing\bird_quadwing 
0x00003455,objects\characters\ambient_life\bird_quadwing\bird_quadwing 
0x00003456,objects\characters\ambient_life\bird_quadwing\bird_quadwing 
0x00003457,objects\characters\ambient_life\bird_quadwing\bird_quadwing 
0x0000345A,objects\characters\ambient_life\bird_quadwing\garbage\bird_quadwing_dead\bird_quadwing_dead 
0x0000345B,objects\characters\ambient_life\bird_quadwing\garbage\wing_big\wing_big 
0x0000345C,objects\characters\ambient_life\bird_quadwing\garbage\wing_small\wing_small 
0x0000345D,objects\characters\ambient_life\bird_quadwing\garbage\bird_quadwing_dead\bird_quadwing_dead 
0x0000345E,objects\characters\ambient_life\bird_quadwing\garbage\bird_quadwing_dead\bird_quadwing_dead 
0x0000345F,objects\characters\ambient_life\bird_quadwing\garbage\bird_quadwing_dead\bird_quadwing_dead 
0x00003460,objects\characters\ambient_life\bird_quadwing\garbage\bird_quadwing_dead\bird_quadwing_dead 
0x00003469,objects\characters\ambient_life\bird_quadwing\garbage\wing_big\wing_big 
0x0000346A,objects\characters\ambient_life\bird_quadwing\garbage\wing_big\wing_big 
0x0000346B,objects\characters\ambient_life\bird_quadwing\garbage\wing_big\wing_big 
0x0000346C,objects\characters\ambient_life\bird_quadwing\garbage\wing_big\wing_big 
0x0000346D,objects\characters\ambient_life\bird_quadwing\garbage\wing_small\wing_small 
0x0000346E,objects\characters\ambient_life\bird_quadwing\garbage\wing_small\wing_small 
0x0000346F,objects\characters\ambient_life\bird_quadwing\garbage\wing_small\wing_small 
0x00003470,objects\characters\ambient_life\bird_quadwing\garbage\wing_small\wing_small 
0x00003472,objects\levels\multi\guardian\glowbug\glowbug 
0x00003473,objects\levels\multi\guardian\glowbug\glowbug 
0x00003474,objects\levels\multi\guardian\glowbug\glowbug 
0x0000347B,objects\levels\multi\guardian\glowfly\glowfly 
0x0000347E,objects\levels\multi\guardian\glowfly\glowfly 
0x0000347F,objects\levels\multi\guardian\glowfly\glowfly 
0x0000348D,sky
0x0000348E,objects\gear\human\military\resupply_capsule_fired\resupply_capsule_fired 
0x0000348F,fx\null_object\null_up\null_up 
0x00003490,fx\null_object\null_up\null_up 
0x00003491,objects\gear\human\military\resupply_capsule_ground_scar\resupply_capsule_ground_scar 
0x00003492,objects\scenery\human\military\warthog_drop_palette\warthog_drop_palette 
0x00003493,objects\scenery\human\military\mongoose_drop_palette\mongoose_drop_palette 
0x00003494,fx\null_object\null_up\null_up 
0x00003495,fx\null_object\null_up\null_up 
0x00003496,fx\null_object\null_up\null_up 
0x00003497,fx\null_object\null_up\null_up 
0x000034A4,objects\gear\human\military\fusion_coil\fusion_coil 
0x000034A5,objects\gear\human\military\antennae_mast\antennae_mast 
0x000034A6,objects\gear\human\military\case\case 
0x000034A7,objects\gear\human\military\hu_mil_radio_small\hu_mil_radio_small 
0x000034A8,objects\gear\human\military\resupply_capsule_unfired\resupply_capsule_unfired 
0x000034A9,objects\gear\human\military\resupply_capsule_panel\resupply_capsule_panel 
0x000034AA,objects\gear\human\military\barricade_large\barricade_large 
0x000034AB,objects\gear\human\medical\medical_crate\medical_crate 
0x000034BE,objects\levels\multi\riverworld\man_cannon_river\man_cannon_river 
0x000034BF,objects\levels\multi\riverworld\man_cannon_river\man_cannon_river 
0x000034C0,objects\gear\covenant\military\crate_space\crate_space 
0x000034C1,objects\gear\human\military\drum_12gal\drum_12gal 
0x000034C2,objects\gear\human\military\blitzcan\blitzcan 
0x000034C3,objects\levels\solo\100_citadel\foliage\plant_tree_pine\plant_tree_pine 
0x000034C4,objects\levels\solo\100_citadel\foliage\plant_tree_pine_twist\plant_tree_pine_twist 
0x000034C5,objects\levels\solo\100_citadel\foliage\plant_pine_tree_large\plant_pine_tree_large 
0x000034C6,objects\physics\nutblocker_1x1x2\nutblocker_1x1x2 
0x000034C8,objects\characters\ambient_life\butterfly_b\butterfly_b 
0x000034C9,objects\characters\ambient_life\butterfly_c\butterfly_c 
0x000034CA,objects\characters\ambient_life\butterfly_d\butterfly_d 
0x000034CB,objects\characters\ambient_life\fish_elephantnose\fish_elephantnose 
0x000035A4,levels\shared\decorators\thistle\thistle 
0x000035A6,levels\shared\decorators\wildgrass\wildgrass 
0x000035A8,levels\shared\decorators\clover\clover 
0x000035AA,levels\shared\decorators\rocks\rocks 
0x000035AC,levels\shared\decorators\foliage\flower_purple\flower_purple 
0x000035AE,levels\shared\decorators\cattails\cattails 
0x000035B0,levels\shared\decorators\sword_fern\sword_fern 
0x000035B2,levels\shared\decorators\broad_leaf_low\broad_leaf_low 
0x000035B4,levels\shared\decorators\foliage\fern\fern 
0x000035B6,levels\solo\100_citadel\decorators\swordfern\swordfern 
0x000035B7,levels\shared\decorators\snow_mound\snow_mound 
0x000035B9,sky
0x000035BA,sky
0x000035F9,objects\gear\human\military\resupply_capsule_fired\resupply_capsule_fired 
0x000035FA,objects\gear\human\military\resupply_capsule_fired\resupply_capsule_fired 
0x000035FB,objects\gear\human\military\resupply_capsule_fired\resupply_capsule_fired 
0x000035FC,objects\gear\human\military\resupply_capsule_fired\resupply_capsule_fired 
0x0000361A,objects\gear\human\military\resupply_capsule_ground_scar\resupply_capsule_ground_scar 
0x0000361B,objects\gear\human\military\resupply_capsule_ground_scar\resupply_capsule_ground_scar 
0x00003625,objects\scenery\human\military\warthog_drop_palette\warthog_drop_palette 
0x00003626,objects\scenery\human\military\warthog_drop_palette\warthog_drop_palette 
0x00003627,objects\scenery\human\military\warthog_drop_palette\warthog_drop_palette 
0x00003628,objects\scenery\human\military\warthog_drop_palette\warthog_drop_palette 
0x00003631,objects\scenery\human\military\mongoose_drop_palette\mongoose_drop_palette 
0x00003632,objects\scenery\human\military\mongoose_drop_palette\mongoose_drop_palette 
0x00003633,objects\scenery\human\military\mongoose_drop_palette\mongoose_drop_palette 
0x00003634,objects\scenery\human\military\mongoose_drop_palette\mongoose_drop_palette 
0x00003656,objects\vehicles\banshee\banshee 
0x00003693,objects\vehicles\banshee\banshee 
0x00003694,objects\vehicles\banshee\banshee 
0x00003695,objects\vehicles\banshee\banshee 
0x00003696,objects\vehicles\banshee\banshee 
0x000036AC,objects\vehicles\banshee\garbage\cab_garbage\cab_garbage 
0x000036AD,objects\vehicles\banshee\garbage\cab_garbage\cab_garbage 
0x000036AE,objects\vehicles\banshee\garbage\cab_garbage\cab_garbage 
0x000036AF,objects\vehicles\banshee\garbage\cab_garbage\cab_garbage 
0x000036B0,objects\vehicles\banshee\garbage\cab_garbage\cab_garbage 
0x000036BF,objects\vehicles\banshee\garbage\fin_top_garbage\fin_top_garbage 
0x000036C0,objects\vehicles\banshee\garbage\fin_bottom_garbage\fin_bottom_garbage 
0x000036C1,objects\vehicles\banshee\garbage\fin_top_garbage\fin_top_garbage 
0x000036C2,objects\vehicles\banshee\garbage\fin_top_garbage\fin_top_garbage 
0x000036C3,objects\vehicles\banshee\garbage\fin_top_garbage\fin_top_garbage 
0x000036C4,objects\vehicles\banshee\garbage\fin_top_garbage\fin_top_garbage 
0x000036C5,objects\vehicles\banshee\garbage\fin_bottom_garbage\fin_bottom_garbage 
0x000036C6,objects\vehicles\banshee\garbage\fin_bottom_garbage\fin_bottom_garbage 
0x000036C7,objects\vehicles\banshee\garbage\fin_bottom_garbage\fin_bottom_garbage 
0x000036C8,objects\vehicles\banshee\garbage\fin_bottom_garbage\fin_bottom_garbage 
0x000036C9,objects\vehicles\banshee\garbage\l_wing_garbage\l_wing_garbage 
0x000036CA,objects\vehicles\banshee\garbage\l_wing_garbage\l_wing_garbage 
0x000036CB,objects\vehicles\banshee\garbage\l_wing_garbage\l_wing_garbage 
0x000036CC,objects\vehicles\banshee\garbage\l_wing_garbage\l_wing_garbage 
0x000036CD,objects\vehicles\banshee\garbage\l_wing_garbage\l_wing_garbage 
0x000036CE,objects\vehicles\banshee\garbage\r_wing_garbage\r_wing_garbage 
0x000036CF,objects\vehicles\banshee\garbage\r_wing_garbage\r_wing_garbage 
0x000036D0,objects\vehicles\banshee\garbage\r_wing_garbage\r_wing_garbage 
0x000036D1,objects\vehicles\banshee\garbage\r_wing_garbage\r_wing_garbage 
0x000036D2,objects\vehicles\banshee\garbage\r_wing_garbage\r_wing_garbage 
0x000036E0,objects\vehicles\banshee\garbage\wing_prong_garbage\wing_prong_garbage 
0x000036E1,objects\vehicles\banshee\garbage\wing_prong_garbage\wing_prong_garbage 
0x000036E2,objects\vehicles\banshee\garbage\wing_prong_garbage\wing_prong_garbage 
0x000036E3,objects\vehicles\banshee\garbage\wing_prong_garbage\wing_prong_garbage 
0x000036E4,objects\vehicles\banshee\garbage\wing_prong_garbage\wing_prong_garbage 
0x0000371F,objects\vehicles\wraith\wraith 
0x0000373B,objects\vehicles\wraith\wraith 
0x0000373C,objects\vehicles\wraith\wraith 
0x0000373D,objects\vehicles\wraith\wraith 
0x0000373E,objects\vehicles\wraith\wraith 
0x00003742,objects\vehicles\wraith\turrets\mortar\mortar 
0x00003743,anti_infantry
0x00003744,objects\vehicles\wraith\turrets\anti_air\anti_air 
0x00003745,anti_infantry
0x00003757,objects\vehicles\wraith\turrets\mortar\mortar 
0x00003775,objects\vehicles\wraith\turrets\mortar\mortar 
0x00003776,objects\vehicles\wraith\turrets\mortar\mortar 
0x00003777,objects\vehicles\wraith\turrets\mortar\mortar 
0x00003778,objects\vehicles\wraith\turrets\mortar\mortar 
0x0000377B,objects\vehicles\wraith\garbage\mortar_deflector_left\mortar_deflector_left 
0x0000377C,objects\vehicles\wraith\garbage\mortar_gun\mortar_gun 
0x0000377D,objects\vehicles\wraith\garbage\mortar_deflector_left\mortar_deflector_left 
0x0000377E,objects\vehicles\wraith\garbage\mortar_deflector_left\mortar_deflector_left 
0x0000377F,objects\vehicles\wraith\garbage\mortar_deflector_left\mortar_deflector_left 
0x00003780,objects\vehicles\wraith\garbage\mortar_deflector_left\mortar_deflector_left 
0x00003786,objects\vehicles\wraith\garbage\mortar_gun\mortar_gun 
0x00003787,objects\vehicles\wraith\garbage\mortar_gun\mortar_gun 
0x00003788,objects\vehicles\wraith\garbage\mortar_gun\mortar_gun 
0x00003789,objects\vehicles\wraith\garbage\mortar_gun\mortar_gun 
0x0000378A,objects\vehicles\wraith\garbage\mortar_door\mortar_door 
0x0000378B,objects\vehicles\wraith\garbage\mortar_door\mortar_door 
0x0000378C,objects\vehicles\wraith\garbage\mortar_door\mortar_door 
0x0000378D,objects\vehicles\wraith\garbage\mortar_door\mortar_door 
0x0000378E,objects\vehicles\wraith\garbage\mortar_door\mortar_door 
0x00003796,anti_infantry
0x0000379A,anti_infantry
0x0000379B,anti_infantry
0x0000379C,anti_infantry
0x0000379D,anti_infantry
0x0000379F,objects\vehicles\wraith\garbage\anti_infantry_turret\anti_infantry_turret 
0x000037A0,objects\vehicles\wraith\garbage\anti_infantry_turret\anti_infantry_turret 
0x000037A1,objects\vehicles\wraith\garbage\anti_infantry_turret\anti_infantry_turret 
0x000037A2,objects\vehicles\wraith\garbage\anti_infantry_turret\anti_infantry_turret 
0x000037A3,objects\vehicles\wraith\garbage\anti_infantry_turret\anti_infantry_turret 
0x000037AD,objects\vehicles\wraith\turrets\anti_air\anti_air 
0x000037C1,objects\vehicles\wraith\turrets\anti_air\anti_air 
0x000037C2,objects\vehicles\wraith\turrets\anti_air\anti_air 
0x000037C3,objects\vehicles\wraith\turrets\anti_air\anti_air 
0x000037C4,objects\vehicles\wraith\turrets\anti_air\anti_air 
0x000037C6,objects\vehicles\wraith\garbage\anti_air_left_pods\anti_air_left_pods 
0x000037C7,objects\vehicles\wraith\garbage\anti_air_right_pods\anti_air_right_pods 
0x000037C8,objects\vehicles\wraith\garbage\anti_air_left_pods\anti_air_left_pods 
0x000037C9,objects\vehicles\wraith\garbage\anti_air_left_pods\anti_air_left_pods 
0x000037CA,objects\vehicles\wraith\garbage\anti_air_left_pods\anti_air_left_pods 
0x000037CB,objects\vehicles\wraith\garbage\anti_air_left_pods\anti_air_left_pods 
0x000037D0,objects\vehicles\wraith\garbage\anti_air_right_pods\anti_air_right_pods 
0x000037D1,objects\vehicles\wraith\garbage\anti_air_right_pods\anti_air_right_pods 
0x000037D2,objects\vehicles\wraith\garbage\anti_air_right_pods\anti_air_right_pods 
0x000037D3,objects\vehicles\wraith\garbage\anti_air_right_pods\anti_air_right_pods 
0x000037D7,objects\vehicles\wraith\garbage\wing_left\wing_left 
0x000037D8,objects\vehicles\wraith\garbage\wing_left\wing_left 
0x000037D9,objects\vehicles\wraith\garbage\wing_left\wing_left 
0x000037DA,objects\vehicles\wraith\garbage\wing_left\wing_left 
0x000037DB,objects\vehicles\wraith\garbage\wing_left\wing_left 
0x000037E7,objects\vehicles\wraith\garbage\wing_right\wing_right 
0x000037E8,objects\vehicles\wraith\garbage\wing_right\wing_right 
0x000037E9,objects\vehicles\wraith\garbage\wing_right\wing_right 
0x000037EA,objects\vehicles\wraith\garbage\wing_right\wing_right 
0x000037EB,objects\vehicles\wraith\garbage\wing_right\wing_right 
0x000037ED,objects\vehicles\wraith\garbage\hatch\hatch 
0x000037EE,objects\vehicles\wraith\garbage\hatch\hatch 
0x000037EF,objects\vehicles\wraith\garbage\hatch\hatch 
0x000037F0,objects\vehicles\wraith\garbage\hatch\hatch 
0x000037F1,objects\vehicles\wraith\garbage\hatch\hatch 
0x000037F2,objects\vehicles\wraith\garbage\wing_boost_left\wing_boost_left 
0x000037F3,objects\vehicles\wraith\garbage\wing_boost_left\wing_boost_left 
0x000037F4,objects\vehicles\wraith\garbage\wing_boost_left\wing_boost_left 
0x000037F5,objects\vehicles\wraith\garbage\wing_boost_left\wing_boost_left 
0x000037F6,objects\vehicles\wraith\garbage\wing_boost_left\wing_boost_left 
0x000037F7,objects\vehicles\wraith\garbage\wing_boost\wing_boost 
0x000037F8,objects\vehicles\wraith\garbage\wing_boost\wing_boost 
0x000037F9,objects\vehicles\wraith\garbage\wing_boost\wing_boost 
0x000037FA,objects\vehicles\wraith\garbage\wing_boost\wing_boost 
0x000037FB,objects\vehicles\wraith\garbage\wing_boost\wing_boost 
0x000037FC,objects\vehicles\wraith\garbage\rudder_shell\rudder_shell 
0x000037FD,objects\vehicles\wraith\garbage\rudder_shell\rudder_shell 
0x000037FE,objects\vehicles\wraith\garbage\rudder_shell\rudder_shell 
0x000037FF,objects\vehicles\wraith\garbage\rudder_shell\rudder_shell 
0x00003800,objects\vehicles\wraith\garbage\rudder_shell\rudder_shell 
0x00003801,objects\vehicles\wraith\garbage\rudder_right\rudder_right 
0x00003802,objects\vehicles\wraith\garbage\rudder_right\rudder_right 
0x00003803,objects\vehicles\wraith\garbage\rudder_right\rudder_right 
0x00003804,objects\vehicles\wraith\garbage\rudder_right\rudder_right 
0x00003805,objects\vehicles\wraith\garbage\rudder_right\rudder_right 
0x00003806,objects\vehicles\wraith\garbage\mortar_hatch\mortar_hatch 
0x00003807,objects\vehicles\wraith\garbage\mortar_hatch\mortar_hatch 
0x00003808,objects\vehicles\wraith\garbage\mortar_hatch\mortar_hatch 
0x00003809,objects\vehicles\wraith\garbage\mortar_hatch\mortar_hatch 
0x0000380A,objects\vehicles\wraith\garbage\mortar_hatch\mortar_hatch 
0x0000380B,objects\vehicles\wraith\garbage\gear\gear 
0x0000380C,objects\vehicles\wraith\garbage\gear\gear 
0x0000380D,objects\vehicles\wraith\garbage\gear\gear 
0x0000380E,objects\vehicles\wraith\garbage\gear\gear 
0x0000380F,objects\vehicles\wraith\garbage\gear\gear 
0x0000382F,objects\vehicles\ghost\ghost 
0x00003859,objects\vehicles\ghost\ghost 
0x0000385A,objects\vehicles\ghost\ghost 
0x0000385B,objects\vehicles\ghost\ghost 
0x0000385C,objects\vehicles\ghost\ghost 
0x0000386B,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell 
0x0000386C,objects\vehicles\ghost\garbage\l_gun\l_gun 
0x0000386D,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell 
0x0000386E,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell 
0x0000386F,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell 
0x00003870,objects\vehicles\ghost\garbage\l_wing_shell\l_wing_shell 
0x0000387A,objects\vehicles\ghost\garbage\l_gun\l_gun 
0x0000387B,objects\vehicles\ghost\garbage\l_gun\l_gun 
0x0000387C,objects\vehicles\ghost\garbage\l_gun\l_gun 
0x0000387D,objects\vehicles\ghost\garbage\l_gun\l_gun 
0x0000387E,objects\vehicles\ghost\garbage\anti_grav\anti_grav 
0x0000387F,objects\vehicles\ghost\garbage\anti_grav\anti_grav 
0x00003880,objects\vehicles\ghost\garbage\anti_grav\anti_grav 
0x00003881,objects\vehicles\ghost\garbage\anti_grav\anti_grav 
0x00003882,objects\vehicles\ghost\garbage\anti_grav\anti_grav 
0x00003883,seat
0x00003885,seat
0x00003886,seat
0x00003887,seat
0x00003888,seat
0x0000388B,objects\vehicles\ghost\garbage\hull_shell\hull_shell 
0x0000388C,objects\vehicles\ghost\garbage\hull_shell\hull_shell 
0x0000388D,objects\vehicles\ghost\garbage\hull_shell\hull_shell 
0x0000388E,objects\vehicles\ghost\garbage\hull_shell\hull_shell 
0x0000388F,objects\vehicles\ghost\garbage\hull_shell\hull_shell 
0x000038A2,objects\vehicles\brute_chopper\brute_chopper 
0x000038D1,objects\vehicles\brute_chopper\brute_chopper 
0x000038D2,objects\vehicles\brute_chopper\brute_chopper 
0x000038D3,objects\vehicles\brute_chopper\brute_chopper 
0x000038D4,objects\vehicles\brute_chopper\brute_chopper 
0x000038E9,seat
0x000038EA,seat
0x000038EB,seat
0x000038EC,seat
0x000038ED,seat
0x000038FA,objects\vehicles\brute_chopper\garbage\rotor_r\rotor_r 
0x000038FB,objects\vehicles\brute_chopper\garbage\rotor_r\rotor_r 
0x000038FC,objects\vehicles\brute_chopper\garbage\rotor_r\rotor_r 
0x000038FD,objects\vehicles\brute_chopper\garbage\rotor_r\rotor_r 
0x000038FE,objects\vehicles\brute_chopper\garbage\rotor_r\rotor_r 
0x00003901,objects\vehicles\brute_chopper\garbage\rotor_l\rotor_l 
0x00003902,objects\vehicles\brute_chopper\garbage\rotor_l\rotor_l 
0x00003903,objects\vehicles\brute_chopper\garbage\rotor_l\rotor_l 
0x00003904,objects\vehicles\brute_chopper\garbage\rotor_l\rotor_l 
0x00003905,objects\vehicles\brute_chopper\garbage\rotor_l\rotor_l 
0x00003907,objects\vehicles\brute_chopper\garbage\bit_b\bit_b 
0x00003908,objects\vehicles\brute_chopper\garbage\bit_b\bit_b 
0x00003909,objects\vehicles\brute_chopper\garbage\bit_b\bit_b 
0x0000390A,objects\vehicles\brute_chopper\garbage\bit_b\bit_b 
0x0000390B,objects\vehicles\brute_chopper\garbage\bit_b\bit_b 
0x0000390D,objects\vehicles\brute_chopper\garbage\bit_l\bit_l 
0x0000390E,objects\vehicles\brute_chopper\garbage\bit_l\bit_l 
0x0000390F,objects\vehicles\brute_chopper\garbage\bit_l\bit_l 
0x00003910,objects\vehicles\brute_chopper\garbage\bit_l\bit_l 
0x00003911,objects\vehicles\brute_chopper\garbage\bit_l\bit_l 
0x00003912,objects\vehicles\brute_chopper\garbage\bit_r\bit_r 
0x00003913,objects\vehicles\brute_chopper\garbage\bit_r\bit_r 
0x00003914,objects\vehicles\brute_chopper\garbage\bit_r\bit_r 
0x00003915,objects\vehicles\brute_chopper\garbage\bit_r\bit_r 
0x00003916,objects\vehicles\brute_chopper\garbage\bit_r\bit_r 
0x00003917,objects\vehicles\brute_chopper\garbage\blade_l\blade_l 
0x00003918,objects\vehicles\brute_chopper\garbage\blade_l\blade_l 
0x00003919,objects\vehicles\brute_chopper\garbage\blade_l\blade_l 
0x0000391A,objects\vehicles\brute_chopper\garbage\blade_l\blade_l 
0x0000391B,objects\vehicles\brute_chopper\garbage\blade_l\blade_l 
0x0000391C,objects\vehicles\brute_chopper\garbage\blade_r\blade_r 
0x0000391D,objects\vehicles\brute_chopper\garbage\blade_r\blade_r 
0x0000391E,objects\vehicles\brute_chopper\garbage\blade_r\blade_r 
